,root,category,branch,language,questionable,reflex,meaning,notes,expanded_notes,original_text
2959,*h₂eu̯s-,zero-grade i̯é-present,Greek,gr.,false,αὔω,hole Feuer,2,"2: Kann R(z) *au̯h- < *h₂us- haben. Vgl. zur Semantik ἐξαῦσαι· ἐξελεῖν Hsch., *‘schöpfen’ → ‘(Wasser) holen’, aufs Feuer übertragen. Problematisch ist trotz der semantischen Nähe Herleitung von ἀφ-ύω ‘schöpfe’ aus *h₂us-(i̯)e- wegen des Fehlens des Laryngalreflexes. Dies wäre nur durch sehr frühe Univerbierung erklärbar, doch eine solche hätte zu †apo-h₂us- > †apou̯s- geführt.",gr. (-)αὔω ‘hole Feuer’{2}
2960,*h₂eu̯s-,zero-grade i̯é-present,Italic,lat.,false,hauriō,schöpfen,3,3: Mit analog. R(e) und sekundärem h.,"[lat. hauriō, -ire ‘schöpfen’{3}"
2961,*h₂eu̯s-,sigmatic aorist,Greek,gr.,false,-αῦσαι,Feuer holen,,,gr. att. -αῦσαι ‘Feuer holen’
2962,*h₂eu̯s-,sigmatic aorist,Italic,lat.,false,hausī,schöpfte,,,lat. hausī ‘schöpfte’
2963,*h₂eu̯s-,R(e)-e-present,Germanic,germ.,false,,schöpfen,,,an. ausa ‘schöpfen’
2964,?*h₂g/g̑er-{1},root aorist,Greek,gr.,false,ἀγέροντο,versammelten sich,2,2: Thematisiert von beiden Ablautstufen.,"[gr. hom. ἀγέροντο ‘versammelten sich’, Ptz. ἀγρόμενοι ‘versammelt’{2}"
2965,?*h₂g/g̑er-{1},root aorist,Greek,gr.,false,ἀγρόμενοι,versammelt,,,"[gr. hom. ἀγέροντο ‘versammelten sich’, Ptz. ἀγρόμενοι ‘versammelt’{2}"
2966,?*h₂g/g̑er-{1},full-grade éi̯e-present,Greek,gr.,false,ἀγρέω,"nehme, ergreife",2a,2a,"gr. ἀγρέω ‘nehme, ergreife’{2a}"
2967,?*h₂g/g̑er-{1},s-aorist,Greek,gr.,false,ἔγειρα,versammelte,3,"3: Faktitive Oppositionsbildung, vgl. schon myk. a-ke-ra2-te für *agersantes, s. HAJNAL, Studien zum mykenischen Kasussystem, Berlin - New York 1995, 49-50 mit Lit.",gr. ἔγειρα ‘versammelte’{3}
2968,?*h₂g/g̑er-{1},R(z)-i̯e-present,Greek,gr.,false,ἀγείρω,versammle,4,4: Analogisch zum s-Aorist.,gr. ἀγείρω ‘versammle’{4}
2969,*h₂leg/g̑-,amphidynamic root-present,Greek,gr.,false,ἀλέγω,kümmere mich um etw.,,,gr. ἀλέγω ‘kümmere mich um etw.’
2970,*h₂leg/g̑-,amphidynamic root-present,Italic,lat.,false,-legō,sich kümmern,1,"1: In neglegō ‘vernachlässige’, dīligō ‘schätze hoch’, intel-legō ‘bemerke’ usw., vgl. RIX, MSS 27 (1970) 86-7, 10426.","lat. -legō, -legere ‘sich kümmern’{1}"
2971,*h₂leg/g̑-,root aorist,Italic,lat.,false,-lēxī,kümmerte mich,2,"2: Die genannten Verben unterscheiden sich auch in der Perfektbildung von legere ‘sammeln, lesen’ und seinen Komposita (s. *leg̑-).",lat. -lēxī ‘kümmerte mich’{2}
2972,*h₂leh₁-{1},root aorist,Greek,gr.,false,ἄλεσσαν,mahlten,2,"2: Wie ὄλεσσα (s. *h₃elh₁) zum s-Aorist erweitert; mit durchgeführter R(z)?, vgl. Anm. 1.",[gr. ἄλεσσαν ‘mahlten’{2}
2973,*h₂leh₁-{1},nasal-infix present,Iranian,khot.,false,ārr-,mahlen,3,"3: < uriran. *ar-nʷ- mit *ar- statt †*r̥- nach Verbaladj. *arta- < *h₂l̥h₁tó-, substantiviert in av. aṣ̌a- n. ‘Gemahlenes’; vgl. KLINGENSCHMITT 93.",khot. (+) ārr- ‘mahlen’{3}
2974,*h₂leh₁-{1},nasal-infix present,Armenian,arm.,false,ałam,mahle,4,"4: < *alna- < *h₂l̥nə1-; zu ł < *ln vgl. KLINGENSCHMITT 242; oder i̯e-Präsens?, s.u.",?arm. ałam ‘mahle’{4}
2975,*h₂leh₁-{1},zero-grade i̯é-present,Armenian,arm.,false,ałam,mahle,5,"5: So nach BARTON, REArm 22 (1990-91) 4558; oder n-Infix-Präs.?, s.o.",?arm. ałam ‘mahle’{5}
2976,*h₂leh₁-{1},zero-grade i̯é-present,Greek,gr.,false,ἀλέω,mahle,6,6: Könnte auch sekundäre Bildung zum Aorist sein.,gr. att. ἀλέω ‘mahle’{6}
2977,*h₂lei̯H-{1},root aorist,Italic,lat.,false,lēuī,beschmierte,2,"2: Mit *(h₂)lei̯H- > *le(i̯)a- > lē-. Der ē-Vokal ist kaum anders erklärbar: gegen Annahme eines generellen Lautgesetzes ei̯ > ē /u̯sprechen z.B. diui < *dei̯u̯i und ciuis < *kei̯u̯is, eine Sonderentwicklung nach l ist kaum wahrscheinlich.",[lat. lēuī ‘beschmierte’{2}
2978,*h₂lei̯H-{1},nasal-infix present,Greek,gr.,false,ἀλίνειν,beschmieren,Hsch.,Hsch.,[gr. ἀλίνειν· ἀλείφειν Hsch. ‘beschmieren’{3}
2979,*h₂lei̯H-{1},nasal-infix present,Italic,lat.,false,linō,beschmieren,3a,3a,"[lat. linō, -ere ‘beschmieren’{3a}"
2980,*h₂lei̯H-{1},nasal-infix present,Celtic,air.,false,lenaid,folgt,4,4: Wohl aus *‘klebt an’; vgl. auch schwach flektiertes as-lenaimm ‘beschmutze’. –,"air. lenaid ‘folgt’{4}, kymr. llyn- ‘beflecken’{5}"
2981,*h₂lei̯H-{1},nasal-infix present,Celtic,kymr.,false,llyn-,beflecken,5,5: Vgl. auch ed-lyn- ‘beschmieren’.,"air. lenaid ‘folgt’{4}, kymr. llyn- ‘beflecken’{5}"
2982,*h₂leks-{1},full-grade e-present,Indic,ved.,false,rákṣati,schützt,,,ved. rákṣati ‘schützt’
2983,*h₂leks-{1},full-grade e-present,Greek,gr.,false,ἀλέξω,wehre ab,,,gr. ἀλέξω ‘wehre ab’
2984,*h₂leks-{1},perfect,Indic,ved.,false,rarákṣa,hat geschützt,2,"2: Die langvokalische Reduplikation könnte hier alt sein, was eine relativ alte Bildung voraussetzen würde; vgl. KÜMMEL, Perfekt 412-3.","ved. rarákṣa ‘hat geschützt’, Med. rārakṣāṇá- ‘schützend’{2}"
2985,*h₂leks-{1},perfect,Indic,Med.,false,rārakṣāṇá-,schützend,,,"ved. rarákṣa ‘hat geschützt’, Med. rārakṣāṇá- ‘schützend’{2}"
2986,*h₂leu̯-,full-grade e-present,Greek,gr.,false,ἀλέομαι,(ver)meide,2,2: Daneben auch ἀλεύομαι mit (nach dem s-Aorist?) restituiertem -u-.,gr. ἀλέομαι ‘(ver)meide’{2}
2987,*h₂leu̯-,sk̑é-present,Greek,gr.,false,ἀλύσκω,"entrinne, entkomme",,,"gr. ἀλύσκω ‘entrinne, entkomme’"
2988,*h₂leu̯-,zero-grade i̯é-present,Tocharian,toch.B,false,ālyinträ,sollen fernhalten,3,"3: Mit analogischer Syllabifizierung *h₂l̥u̯-, die aus vorvokalischer Stellung übertragen sein muß; dazu neues sk̑e-Präs. in toch.B /aləsk-/, A (umgebildet zum se-Präs.) āläs-, wohl nicht ererbt und also nicht mit gr. ἀλύσκε- gleichzusetzen, s. HACKSTEIN 214-6, und s-Prät. A ālsāt; im Osttoch. unklarer Konj. VII ālñä-.",toch.B Konj. ālyinträ ‘sollen fernhalten’{3}
2989,*h₂leu̯-,sigmatic aorist,Greek,gr.,false,ἀλεύατο,"entkam, entging",4,4: Daneben auch ἀλεα- ohne u; wie ἔχεα/ἔχευα (s. *g̑ʰeu̯) als s-Aorist zu bestimmen.,"gr. ἀλεύατο ‘entkam, entging’{4}"
2990,*h₂meh₁-,full-grade i̯e-present,Greek,gr.,false,ἀμάω,"mähe, schneide",1,"1: Mit Assimilation von *h₂…h₁ > *h₂…h₂ bzw. *a…ē̆ > *a…ā̆; oder späte Umbildung von *amē(i̯)e-, PETERS 9141?","[gr. ἀμάω ‘mähe, schneide’{1}"
2991,*h₂meh₁-,full-grade i̯e-present,Germanic,ae.,false,māwan,mähen,2,"2: Urgerm. *mēa- < *mēja-, ae. mit hiattilgendem w, ahd. mit hiattilgendem *j und sekundär schwach flektiert.","ae. māwan, ahd. māen ‘mähen’{2}"
2992,*h₂meh₁-,full-grade i̯e-present,Germanic,ahd.,false,māen,mähen,,,"ae. māwan, ahd. māen ‘mähen’{2}"
2993,*h₂mei̯gʷ-{1},full-grade e-present,Greek,gr.,false,ἀμείβω,"wechsle, (ver)tausche",,,"gr. ἀμείβω ‘wechsle, (ver)tausche’"
2994,*h₂melg̑-,amphidynamic root-present,Greek,gr.,false,ἀμέλγω,melke,4,"4: *h₂mélg̑-e- thematisiert mit R(e), oder aus dem Konj.",[gr. ἀμέλγω ‘melke’{4}
2995,*h₂melg̑-,amphidynamic root-present,Celtic,ger.,false,melke,milk,5,"5: < *blige-, gleichsam *ml̥g̑-e-.",[mir. bligim ‘melke’{5}
2996,*h₂melg̑-,amphidynamic root-present,Germanic,ae.,false,melcan,melken,,,"[ae. melcan, ahd. melchan ‘melken’"
2997,*h₂melg̑-,amphidynamic root-present,Germanic,ahd.,false,melchan,melken,,,"[ae. melcan, ahd. melchan ‘melken’"
2998,*h₂melg̑-,amphidynamic root-present,Baltic,lit.,false,mélžu,melken,,,"[lit. mélžu, (mìlžti) ‘melken’"
2999,*h₂melg̑-,amphidynamic root-present,Baltic,lit.,false,mìlžti,melken,,,"[lit. mélžu, (mìlžti) ‘melken’"
3000,*h₂melg̑-,amphidynamic root-present,Slavic,ksl.,false,mъlzu,melken,6,6: Urslav. *mьlze- < *ml̥g̑-e-.,"[r.-ksl. (+) mъlzu, (mlěsti) ‘melken’{6}"
3001,*h₂melg̑-,amphidynamic root-present,Slavic,ksl.,false,mlěsti,melken,6,6: Urslav. *mьlze- < *ml̥g̑-e-.,"[r.-ksl. (+) mъlzu, (mlěsti) ‘melken’{6}"
3002,*h₂melg̑-,amphidynamic root-present,Albanian,Ger.,false,mjel,melken,7,7: Gleichsam *melg̑-e-; vgl. DEMIRAJ 273-4; OREL 270 mit Lit.,[alb. mjel ‘melken’{7}
3003,*h₂melg̑-,sigmatic aorist,Italic,lat.,false,mulsī,molk,8,"8: Kann lautlich auf *molks- < *melks- < *h₂mḗlg̑-s- zurückgehen, doch ist Neubildung möglich.",lat. mulsī ‘molk’{8}
3004,*h₂melg̑-,iterative,Italic,lat.,false,"mulgeō, -ēre",melken,,,"lat. mulgeō, -ēre ‘melken’"
3005,*h₂melg̑-,iterative,Baltic,lit.,false,málžau,melken,9,9: Kann sekundäre Bildung sein.,"?lit. málžau, málžyti ‘melken’{9}"
3006,*h₂melg̑-,iterative,Baltic,lit.,false,málžyti,melken,,,"?lit. málžau, málžyti ‘melken’{9}"
3007,*h₂merd-,nasal-infix present,Iranian,aav.,false,mōrəṇdat̰,"verdirbt, macht zunichte",1,"1: Thematisiert *mr̥nda-, vgl. EDGERTON, Language 19 (1943) 110; KELLENS, Verbe 169. –","[aav. Inj. mōrəṇdat̰ ‘verdirbt, macht zunichte’{1}; ?[ap. 3s vi-mạrndatiy DSe 40-1 ‘unterdrückt’, 3s Ipf. DB 5,11 viy-amạrnda ‘unterwarf (o.ä.)’{2}"
3008,*h₂merd-,nasal-infix present,Iranian,ap. 3s vi-mạrndatiy DSe 40-1,unterdrückt,false,,,,"[aav. Inj. mōrəṇdat̰ ‘verdirbt, macht zunichte’{1}; ?[ap. 3s vi-mạrndatiy DSe 40-1 ‘unterdrückt’, 3s Ipf. DB 5,11 viy-amạrnda ‘unterwarf (o.ä.)’{2}"
3009,*h₂merd-,nasal-infix present,Iranian,"3s Ipf. DB 5,11 viy-amạrnda",unterwarf (o.ä.),false,,,,"[aav. Inj. mōrəṇdat̰ ‘verdirbt, macht zunichte’{1}; ?[ap. 3s vi-mạrndatiy DSe 40-1 ‘unterdrückt’, 3s Ipf. DB 5,11 viy-amạrnda ‘unterwarf (o.ä.)’{2}"
3010,*h₂merd-,full-grade e-present,Greek,gr.,false,ἀμέρδω,"beraube (v.a. auch des Augenlichts), schädige, beeinträchtige",,,"gr. ἀμέρδω ‘beraube (v.a. auch des Augenlichts), schädige, beeinträchtige’"
3011,*h₂merd-,full-grade e-present,Germanic,ae.,false,smeortan,schmerzen,3,"3: Das s mobile dürfte innergerm. entstanden sein, vgl. *meld- ‘schmelzen’. Starke Flexion ist für die frühe Zeit nicht gesichert.",ae. (+) smeortan ‘schmerzen’{3}
3012,*h₂merd-,sigmatic aorist,Greek,gr.,false,ἔμερσα,"habe beraubt, geschädigt",4,4: Könnte auch Neubildung sein.,"gr. ἔμερσα ‘habe beraubt, geschädigt’{4}"
3013,*h₂merd-,iterative,Italic,lat.,false,mordeō,"beißen, kauen, kränken",,,"lat. mordeō, -ēre ‘beißen, kauen, kränken’"
3014,*h₂merd-,nā-present,Indic,ved.,false,mr̥dnāti,zerdrückt,5,"5: Sekundäre Bildung, vgl. GOTŌ 249.",ved. (Sū.) mr̥dnāti ‘zerdrückt’{5}
3015,*h₂merd-,perfect,Italic,lat.,false,momordī,biß,6,6: Oder (voreinzelsprachl.) reduplizierter (intensiv-iterativer) Aorist? Vgl. BENDAHMAN 236.,"lat. momordī, alat. memordī ‘biß’{6}"
3016,*h₂merd-,perfect,Italic,alat.,false,memordī,biß,,,"lat. momordī, alat. memordī ‘biß’{6}"
3017,*h₂merg̑-{0},acrodynamic root present,Indic,ved.,false,mā́rṣṭi,"wischt ab, reinigt",1,"1: Die Formen von iir. *marj́- sind wohl nur auf idg. *h₂merg̑- zurückzuführen; vgl. FORSSMAN, l.c. gegen JOACHIM 131; LIV¹. – {1a} Der schwache Stamm ist nach dem amphidyn. Typ des Wurzelpräsens umgebildet, vgl. NARTEN, FS KUIPER 16 = Kl. Schr. 104.","ved. mā́rṣṭi ‘wischt ab, reinigt’{1}, [3p mr̥jánti{1a}"
3018,*h₂merg̑-{0},acrodynamic root present,Indic,ved.,false,mr̥jánti,,1a,1a,"ved. mā́rṣṭi ‘wischt ab, reinigt’{1}, [3p mr̥jánti{1a}"
3019,*h₂merg̑-{0},acrodynamic root present,Iranian,jav.,false,marəzaiti,"streift, berührt",1b,1b,"[jav. marəzaiti ‘streift, berührt’{1b}"
3020,*h₂merg̑-{0},acrodynamic root present,Greek,gr.,false,ἀμέργω,"pflücke ab, ernte",,,"[gr. ἀμέργω ‘pflücke ab, ernte’"
3021,*h₂merg̑-{0},nasal-infix present,Indic,ved.,false,mr̥ñjata,reinigen sich,,,ved. 3p Inj. Med. mr̥ñjata ‘reinigen sich’
3022,*h₂merg̑-{0},nasal-infix present,Iranian,aav.,false,ni.mərąždiiāi,abzuwischen,2,"2: < *mr̥nó-dʰi̯éi̯; siehe KELLENS, Verbe 69.","aav. Inf. ni.mərąždiiāi Y. 44,14 ‘abzuwischen’{2}"
3023,*h₂merg̑-{0},nasal-infix present,Greek,gr.,false,ὀμόργνῡμι,wische ab,3,"3: Aus *amorgnūmi (← *amergnūmi) umgelautet, vgl. PETERS 2418; ersetzt altes n-Infix-Präs.",[gr. ὀμόργνῡμι ‘wische ab’{3}
3024,*h₂merg̑-{0},sigmatic aorist,Indic,The requested information is not provided in the given text.,,,,,,?ved. (GB) amārkṣiṣ ‘hast abgewischt’{4}
3025,*h₂merg̑-{0},sigmatic aorist,Greek,gr.,false,ὀμορξάμενος,sich (Tränen) abwischend,,,gr. hom. Ptz. Med. ὀμορξάμενος ‘sich (Tränen) abwischend’
3026,*h₂merg̑-{0},iterative,Indic,ved.,false,marjáyati,"wischt ab, reinigt",,,"ved. marjáyati ‘wischt ab, reinigt’"
3027,*h₂merg̑-{0},perfect,Indic,ved.,false,n’ māmr̥jur,haben abgestreift,5,"5: Vermutlich schon uriir. Neubildung mit Laryngalreflex *Ha-Hm° > *ām°, vgl. FORSSMAN, l.c. 251; KÜMMEL, Perfekt 372-4.","ved. n’ māmr̥jur ‘haben abgestreift’, Med. māmr̥jā ‘hat sich gereinigt’{5}"
3028,*h₂merg̑-{0},perfect,Indic,ved.,false,māmr̥jā,hat sich gereinigt,,,"ved. n’ māmr̥jur ‘haben abgestreift’, Med. māmr̥jā ‘hat sich gereinigt’{5}"
3029,*h₂merg̑-{0},intensive,Indic,ved.,false,mármr̥j-,putzen,6,"6: Vgl. SCHAEFER 167-9. Das passivische Ptz. Med. marmr̥jāná- dürfte jedoch Perfekt sein, s. LUBOTSKY, JAOS 117 (1997) 558-9; vermutlich ist auch 1p marmr̥jmā́ gegen KÜMMEL, Perfekt 374 besser dem Perfekt zuzurechnen.",ved. 3p Med. mármr̥j- ‘putzen’{6}
3030,?*h₂mert-{1},root aorist,Greek,gr.,false,ἤμβροτε,verfehlte,2,2: Bei Homer Wechsel zwischen hybrid-äolischen Augmentformen (echt äol. ἄμβροτε Sappho) und augmentlosen ionischen Formen.,"[gr. hom. ἤμβροτε, ἅμαρτε ‘verfehlte’{2}"
3031,?*h₂mert-{1},root aorist,Greek,gr.,false,ἅμαρτε,verfehlte,,,"[gr. hom. ἤμβροτε, ἅμαρτε ‘verfehlte’{2}"
3032,?*h₂mert-{1},nasal present,Greek,gr.,false,ἁμαρτάνω,verfehle,,,gr. nachhom. ἁμαρτάνω ‘verfehle’
3033,*h₂neh₃-{1},amphidynamic root-present,Anatolian,ger.,false,"rechtet, streitet; richtet",,2,"2: Vgl. PUHVELIII 83-4; hann- < *Hənh- < R(z) *h₂n̥h₃-; früh belegt im Heth. nur Stativ, doch ist eine idg. Stativbildung (so OETTINGER, MSS 34 [1976] 122-3) aus semantischen Gründen unwahrscheinlich; das jüngere Aktiv hannai daher vielleicht primär. Nach EICHNER, FT Regensburg 97 nicht hierher, sondern Nasalpräsens zu *h₂eh₃- (s.d.). Nicht hierher lyk. qan-, qas-, s. *gʷʰen-.","heth. hannari ‘rechtet, streitet; richtet’{2}"
3034,*h₂neh₃-{1},amphidynamic root-present,Greek,gr.,false,ὄνομαι,"schelte, tadle",3,"3: ὤνατο Il. 17,25 beweist kein altes ona-, s. HACKSTEIN 66.","gr. hom. ὄνομαι ‘schelte, tadle’{3}"
3035,*h₂neh₃-{1},amphidynamic root-present,Celtic,air.,false,-antar,wird gescholten,3a,3a,air. -antar ‘wird gescholten’{3a}
3036,*h₂neh₃-{1},amphidynamic root-present,Tocharian,Language,Questionable,Reflex,Meaning,Notes,Notes,[toch.B Konj. nāk- ‘tadeln’{4}
3037,*h₂neh₃-{1},amphidynamic root-present,Tocharian,toch.B,false,nāk-,tadeln,4,"4: Mit wohl analogischer Syllabifizierung von *h₂n̥h₃- nach der R(e) *h₂neh₃- > *na- und k-Erweiterung, s. HACKSTEIN 67; dazu neues se-Präs. B nākstär, A nākäṣtär, s-Prät. B nāksate, A nāksāt; in A der übliche Ersatz von Konj. I durch Konj. VII nākäñtär.",[toch.B Konj. nāk- ‘tadeln’{4}
3038,*h₂neh₃-{1},s-aorist,Greek,gr.,false,ὠνοσάμην,"schalt, tadelte",,,"gr. hom. ὠνοσάμην ‘schalt, tadelte’"
3039,*h₂nek̑-{1},root aorist,Indic,ved.,false,ā́naṭ,hat erreicht,2,"2: Med. ā́ṣṭa, Konj. náśa- (k e i n Präs., s. HOFFMANN, Aufs. 359-60).",ved. ā́naṭ ‘hat erreicht’{2}
3040,*h₂nek̑-{1},root aorist,Iranian,aav.,false,frōsiiāt̰,möge erreichen,3,3: < *fra-asi̯ét. –,"aav. frōsiiāt̰ Y. 46,8 ‘möge erreichen’{3}; 3s Med. frąštā Y. 43,14 ‘erlangt’{4}"
3041,*h₂nek̑-{1},root aorist,Iranian,aav.,false,frąštā,erlangt,4,"4: < *fra-ānsta, mit analogischer R(z) nach vollstufigem *ānas- für †āštā < *é-h₂n̥k̑-to, vgl. HARÐARSON 118.","aav. frōsiiāt̰ Y. 46,8 ‘möge erreichen’{3}; 3s Med. frąštā Y. 43,14 ‘erlangt’{4}"
3042,*h₂nek̑-{1},root aorist,Armenian,arm.,false,hasi,kam an,5,"5: Wenn hierher, *h₂n̥k̑- > *as- mit sekundärem h°, vgl. KLINGENSCHMITT 160; dazu Präs. hasanem. Wahrscheinlich aber besser zu *seh₁k̑, s. GARCÍA RAMÓN, l.c. 58-9 mit Lit.",?arm. hasi ‘kam an’{5}
3043,*h₂nek̑-{1},root aorist,Baltic,lit.,false,nẽša,reicht hin bis,6,"6: Zusammengefallen mit neš-a- ‘tragen’ (s. *h₁nek̑-); vgl. GARCÍA RAMÓN, l.c. 67, 78.",?[lit. Präs. nẽša ‘reicht hin bis’{6}
3044,*h₂nek̑-{1},i-reduplicated athematic present,Celtic,air.,false,-icc,erreichen,7,"7: *inke- ← *ink- < *h₂i(h₂)nk- (H. R.); andere Herleitung von *inke- bei MCCONE 51; Ériu 42 (1991) 2-3 mit Lit.: *ink-/ink- ← *ink-/ank- < *ēnk-/*ank- < akrodyn. (mit problematischem Schwebeablaut) *h₂ḗnk̑-/*h₂énk̑-; SCHRIJVER, Ériu 44 (1993) 39-42: *inke- < *annke- ← *h₂n̥nk̑-, dagegen MCCONE, FS WATKINS 468-71. –","[air. -icc, -ecait ‘erreichen’{7}, mkymr. r-yng- ‘erreichen’{8}"
3045,*h₂nek̑-{1},i-reduplicated athematic present,Celtic,air.,false,-ecait,erreichen,7,"7: *inke- ← *ink- < *h₂i(h₂)nk- (H. R.); andere Herleitung von *inke- bei MCCONE 51; Ériu 42 (1991) 2-3 mit Lit.: *ink-/ink- ← *ink-/ank- < *ēnk-/*ank- < akrodyn. (mit problematischem Schwebeablaut) *h₂ḗnk̑-/*h₂énk̑-; SCHRIJVER, Ériu 44 (1993) 39-42: *inke- < *annke- ← *h₂n̥nk̑-, dagegen MCCONE, FS WATKINS 468-71. –","[air. -icc, -ecait ‘erreichen’{7}, mkymr. r-yng- ‘erreichen’{8}"
3046,*h₂nek̑-{1},i-reduplicated athematic present,Celtic,mkymr.,false,r-yng-,erreichen,8,"8: Nach MCCONE 51 < *(p)ro-inke-, wie im Air.; daneben mkymr. r-anc- ‘erreichen’, di-angh- ‘entkommen’ mit a-Vokal nach dem Verbalnomen.","[air. -icc, -ecait ‘erreichen’{7}, mkymr. r-yng- ‘erreichen’{8}"
3047,*h₂nek̑-{1},nasal-infix present,Italic,unknown,false,nanciō,erlange,10,"10: Wenn Umbildung von *h₂n̥-nk̑- > ital. *ank-, zu *h₂ne-nk̑- > nanc- (syllabifiziert nach R(e) *h₂nek̑-); vgl. KLINGENSCHMITT 212-3. Später nur noch weitergebildet nancisci. S. jedoch gleich Anm. 10a.",[alat. nanciō ‘erlange’{10}
3048,*h₂nek̑-{1},zero-grade i̯é-present,Italic,lat.,false,nanciō,erlange,10a,10a,[alat. nanciō ‘erlange’{10a}
3049,*h₂nek̑-{1},perfect,Indic,de.,false,ānámँśa,"hat erreicht, besitzt, reicht hin",,,"ved. ānámँśa ‘hat erreicht, besitzt, reicht hin’, 3p ānaśúr{12}"
3050,*h₂nek̑-{1},perfect,Indic,ved.,true,ānaśúr,3,12,"12: Daneben iir. regularisiertes *Ha-Hnáć-/Ha-Hn̥ć- > ved. ānáś-/āś-, das gegenüber dem älteren Stamm ānámँś-/ānaś- jedoch wieder zurückweicht, vgl. KÜMMEL, Perfekt 284, 286-7.","ved. ānámँśa ‘hat erreicht, besitzt, reicht hin’, 3p ānaśúr{12}"
3051,*h₂nek̑-{1},perfect,Celtic,"""air.""","""false""","""-ánaic""","""erreichte""","""13""","""13""",air. -ánaic ‘erreichte’{13}
3052,*h₂nek̑-{1},perfect,Germanic,got.,false,ga-nah,genügt,14,"14: ← *‘hat erreicht, reicht aus’; formal zu *(h₂e)-h₂nók̑- regularisiert wie ved. ānáś-/āś- (s.o. Anm. 12).",[got. (+) ga-nah ‘genügt’{14}
3053,*h₂nek̑-{1},s-desiderative,Indic,ved.,false,?ácchā,komm herbei!,15,15: Wie bei jedem si-Ipv. kann auch hier Neubildung vorliegen. –,"ved. ?ácchā nakṣi RV 5,24,2 ‘komm herbei!’{15}, [nákṣati ‘erreicht’{16}"
3054,*h₂nek̑-{1},s-desiderative,Indic,nakṣi,erreicht,false,16,,,"ved. ?ácchā nakṣi RV 5,24,2 ‘komm herbei!’{15}, [nákṣati ‘erreicht’{16}"
3055,*h₂nek̑-{1},s-desiderative,Iranian,jav.,false,nāšəmna-,erreichend,17,"17: ā sekundär; gegen KELLENS, Verbe 367 nicht thematisierter s-Aorist, sondern Präs. wie ved. nákṣamāṇa-.",[jav. nāšəmna- ‘erreichend’{17}
3056,*h₂nek̑-{1},reduplicated sé-desiderative,Indic,ved.,false,íyakṣati,will bekommen,18,"18: Daraus verdeutlicht ínakṣati, vgl. EWAia II 27 mit Lit.",ved. íyakṣati ‘will bekommen’{18}
3057,*h₂nek̑-{1},reduplicated sé-desiderative,Celtic,air.,false,,werden erreichen,19,"19: *inxse- < *inkse- < *h₂i-h₂n̥k-se-; Futur wegen der synchronen Reduplikationslosigkeit zum Konj. uminterpretiert, was zur Bildung eines neuen f-Futurs führte, s. MCCONE, Ériu 42 (1991) 1137.","air. Konj. 1s -ís, 3p -ísat ‘werden erreichen’{19}"
3058,*h₂nek̑-{1},nu-present,Indic,{20}## ved.,false,aśnóti,erreicht,,,{20}## ved. aśnóti ‘erreicht’
3059,*h₂nek̑-{1},nu-present,Iranian,jav.,false,ašnaoiti,erreicht,,,jav. ašnaoiti ‘erreicht’
3060,*h₂nek̑-{1},causative,Celtic,air.,false,-ucci,"tragen, bringen",21,"21: Neubildung zu kelt. *inke- (s.o. Anm. 7) mit dessen scheinbarer Vollstufe I, vgl. SCHUMACHER 163; suppl. ro-ucc- perfektiv zu ber-, to-ucc- zu to-ber-; viell. auch to-ucc- ‘verstehen’, falls nicht zu *h₁eu̯k-, vgl. KLINGENSCHMITT 18631; GARCÍA RAMÓN, l.c. 53, 56 mit Lit. –","air. -ucci ‘tragen, bringen’{21}; mkymr. heb-r-wng ‘führen, bringen’{22}"
